,year,sic3,phw_wgt,pod_wgt,phd_wgt,sd_phw_wgt,sd_pod_wgt,sd_phd_wgt,phw_adj_K4,phd_adj_K4,pod_adj_K4,sd_phw_adj_K4,sd_phd_adj_K4,sd_pod_adj_K4,phw_adj_tvsCM,phd_adj_tvsCM,pod_adj_tvsCM,sd_phw_adj_tvsCM,sd_phd_adj_tvsCM,sd_pod_adj_tvsCM,phw_adj_teCM,phd_adj_teCM,pod_adj_teCM,sd_phw_adj_teCM,sd_phd_adj_teCM,sd_pod_adj_teCM
13,1987,201.0,61.19001770019531,5.004947185516357,12.165007591247559,1.8565860986709595,0.061412353068590164,0.33632758259773254,73.23693084716797,13.947002410888672,5.1965250968933105,1.8504129648208618,0.32576918601989746,0.046818796545267105,71.94095611572266,13.614121437072754,5.204758167266846,1.891411542892456,0.3330291509628296,0.05510924011468887,71.41173553466797,13.703685760498047,5.1662468910217285,1.793779730796814,0.3130349814891815,0.04437636211514473
14,1988,201.0,68.91983032226562,5.310307502746582,12.93686580657959,1.949639916419983,0.04812932386994362,0.3510790169239044,76.17948150634766,14.454501152038574,5.247347354888916,1.7853819131851196,0.3203447461128235,0.03878786414861679,75.76001739501953,14.328688621520996,5.27544641494751,1.813616156578064,0.32759082317352295,0.0369923897087574,75.68141174316406,14.470376014709473,5.205175876617432,1.77384614944458,0.31944534182548523,0.03763824701309204
15,1989,201.0,80.4731674194336,5.413665294647217,14.2103853225708,4.884850978851318,0.08135321736335754,0.6715303063392639,78.45596313476562,14.640829086303711,5.27786111831665,3.1871721744537354,0.47575750946998596,0.059722427278757095,80.91505432128906,14.747773170471191,5.411750316619873,3.0309104919433594,0.4386709928512573,0.06257827579975128,75.540771484375,14.17252254486084,5.252320289611816,3.0933632850646973,0.468423068523407,0.05743231624364853
16,1990,201.0,80.3680419921875,5.391111373901367,14.208399772644043,4.47408390045166,0.08283261209726334,0.6105085015296936,78.51726531982422,14.614606857299805,5.2764458656311035,3.0555882453918457,0.45050686597824097,0.060851480811834335,79.6355972290039,14.651538848876953,5.355509281158447,2.8361287117004395,0.41878408193588257,0.05923737213015556,75.54106140136719,14.21502685546875,5.226005554199219,2.875826835632324,0.42926183342933655,0.057609815150499344
17,1991,201.0,76.01754760742188,5.294004917144775,14.036553382873535,4.282106399536133,0.07975830137729645,0.6137224435806274,71.64061737060547,13.593299865722656,5.243594169616699,3.42716646194458,0.5848488807678223,0.070225790143013,68.76840209960938,12.997116088867188,5.296693801879883,2.9984097480773926,0.5326015949249268,0.07279453426599503,72.32218933105469,13.799628257751465,5.231814861297607,3.269827365875244,0.5688367486000061,0.06916426867246628
18,1992,201.0,75.46041107177734,5.3125739097595215,13.977567672729492,3.96124005317688,0.07502421736717224,0.5813217759132385,78.40104675292969,14.711466789245605,5.29960298538208,3.005115270614624,0.48729392886161804,0.06697594374418259,74.38358306884766,13.884193420410156,5.353973388671875,2.763726234436035,0.47363919019699097,0.06569942831993103,74.56370544433594,14.057053565979004,5.290983200073242,2.854398727416992,0.4792534410953522,0.06517697125673294
19,1993,201.0,76.60783386230469,5.292534351348877,14.500389099121094,4.244626045227051,0.06300706416368484,0.7889899015426636,88.68839263916016,16.91288948059082,5.2155585289001465,3.1475038528442383,0.5018779635429382,0.06274901330471039,86.89518737792969,16.721261978149414,5.180805206298828,3.055997610092163,0.5251596570014954,0.056762855499982834,85.06238555908203,16.320863723754883,5.186660289764404,3.0250167846679688,0.49569305777549744,0.05774533748626709
20,1994,201.0,77.63164520263672,5.33383321762085,14.589667320251465,4.1600871086120605,0.0692378431558609,0.7684596180915833,90.20982360839844,16.935028076171875,5.313363075256348,3.007885217666626,0.48256009817123413,0.0692330002784729,89.16459655761719,16.749181747436523,5.324418544769287,2.8839590549468994,0.5012247562408447,0.06616834551095963,86.02336883544922,16.349712371826172,5.243764877319336,2.903710126876831,0.47423213720321655,0.06310302019119263
21,1995,201.0,56.92316818237305,5.225710868835449,10.782751083374023,2.9672482013702393,0.07917246967554092,0.5018144249916077,80.30615997314453,15.116382598876953,5.2813191413879395,2.8306045532226562,0.45483219623565674,0.06173044443130493,78.69445037841797,14.8565092086792,5.280173301696777,2.6260268688201904,0.44005370140075684,0.060152072459459305,79.46315002441406,15.107213973999023,5.211559295654297,2.5704405307769775,0.4023783504962921,0.05616537854075432
22,1996,201.0,57.051666259765625,5.2387590408325195,10.772008895874023,3.0187528133392334,0.08038276433944702,0.5078074932098389,81.05565643310547,15.203485488891602,5.295276641845703,2.955496072769165,0.46617406606674194,0.06732932478189468,78.91146087646484,15.024396896362305,5.244724273681641,2.725984811782837,0.45906782150268555,0.06731198728084564,79.43583679199219,15.093086242675781,5.211875915527344,2.675626277923584,0.4145577847957611,0.06085158884525299
23,1997,201.0,75.83102416992188,5.117265701293945,14.11749267578125,5.094776153564453,0.15731868147850037,0.7682013511657715,81.7988052368164,15.686091423034668,,2.920578718185425,0.6037532687187195,0.1586577296257019,79.1953125,15.376100540161133,,2.8589019775390625,0.6177006959915161,0.16160541772842407,78.6458969116211,15.222789764404297,,2.806420087814331,0.5815684795379639,0.14402204751968384
24,1998,201.0,63.546817779541016,5.033046722412109,10.908768653869629,5.313631057739258,0.16212229430675507,0.7315366864204407,,,,4.012722015380859,0.6463934779167175,0.10512861609458923,,,,4.103880882263184,0.6489154696464539,0.09326178580522537,,,,4.282296657562256,0.6632117629051208,0.11917225271463394
25,1999,201.0,79.08675384521484,5.297046661376953,14.83305549621582,3.185333728790283,0.05978479981422424,0.5326069593429565,92.6923828125,16.68357276916504,5.50904655456543,2.820760726928711,0.4355933964252472,0.06407725065946579,85.98114013671875,15.545517921447754,5.497279167175293,2.759913206100464,0.44734933972358704,0.06209012120962143,87.0290298461914,16.189117431640625,5.339865684509277,2.5298094749450684,0.40469977259635925,0.05557500571012497
26,2000,201.0,67.58626556396484,4.717358112335205,13.929201126098633,3.9154884815216064,0.15417544543743134,0.5451403856277466,91.73065948486328,16.81976890563965,5.355668067932129,3.0501859188079834,0.4343843460083008,0.07241860032081604,86.14087677001953,16.01219367980957,5.287748336791992,2.957108974456787,0.44059571623802185,0.07167483866214752,85.19343566894531,16.239057540893555,5.172998905181885,2.8268606662750244,0.4091578423976898,0.08328447490930557
27,2001,201.0,74.83501434326172,5.254985809326172,14.148640632629395,3.11281681060791,0.05319216102361679,0.5193213224411011,91.61333465576172,17.031959533691406,5.320291519165039,2.8287887573242188,0.41468891501426697,0.06275197863578796,87.05852508544922,16.21056365966797,5.322296619415283,2.8348031044006348,0.4329676628112793,0.05852627754211426,87.28916931152344,16.532939910888672,5.2362871170043945,2.5905346870422363,0.39918139576911926,0.053753968328237534
28,2002,201.0,74.47439575195312,5.274719715118408,14.084979057312012,3.109165906906128,0.05452675744891167,0.5348764657974243,86.20077514648438,16.26177406311035,5.32056999206543,2.7633237838745117,0.48617157340049744,0.06425221264362335,85.40094757080078,16.041500091552734,5.32331657409668,2.5869486331939697,0.4431554675102234,0.0572209469974041,85.53949737548828,16.220792770385742,5.260234355926514,2.697817802429199,0.4515444338321686,0.05651624873280525
29,2003,201.0,77.48072814941406,5.28009033203125,14.559430122375488,3.430027723312378,0.05707564577460289,0.5819907784461975,91.10529327392578,17.035947799682617,5.2980570793151855,3.153326988220215,0.5164013504981995,0.06808990985155106,86.71356964111328,16.213340759277344,5.295668601989746,2.8707265853881836,0.4643765389919281,0.06289570033550262,91.19422912597656,17.01028823852539,5.265476226806641,3.186211347579956,0.5006328821182251,0.06234893202781677
30,2004,201.0,52.185081481933594,5.006089687347412,10.520508766174316,2.510688304901123,0.03953443467617035,0.41147586703300476,81.4588623046875,15.440826416015625,5.255090713500977,2.5375843048095703,0.4415735602378845,0.046198487281799316,77.6621322631836,15.177465438842773,5.162570476531982,2.42694091796875,0.4305804669857025,0.03613543137907982,79.79053497314453,15.454787254333496,5.1758575439453125,2.2110447883605957,0.39961087703704834,0.03658638522028923
31,1974,202.0,55.236351013183594,5.271288871765137,10.484114646911621,2.5898702144622803,0.08380623906850815,0.44305235147476196,73.79377746582031,13.832449913024902,5.255002975463867,3.6374402046203613,0.5841643214225769,0.0840793251991272,80.05001068115234,14.798255920410156,5.344184398651123,3.8625106811523438,0.633556604385376,0.07917596399784088,70.43970489501953,13.22925090789795,5.265610218048096,3.615036725997925,0.5976889133453369,0.0789797455072403
32,1975,202.0,54.52887725830078,5.372679233551025,10.005906105041504,2.9174537658691406,0.11398043483495712,0.4821570813655853,80.49683380126953,14.651640892028809,5.328845500946045,3.9126198291778564,0.6231347918510437,0.11902790516614914,83.61450958251953,15.036924362182617,5.4053449630737305,3.890860080718994,0.6264126896858215,0.1171281486749649,76.37945556640625,14.148552894592285,5.261695861816406,3.8501780033111572,0.6070289611816406,0.09942889213562012
33,1976,202.0,56.47203826904297,5.126043319702148,10.73454761505127,3.003561496734619,0.09216785430908203,0.46727970242500305,79.76334381103516,14.465312957763672,5.403720855712891,3.8225929737091064,0.5875179767608643,0.09072147309780121,85.57814025878906,15.483683586120605,5.475412845611572,3.8075973987579346,0.6228827834129333,0.08561740070581436,76.56942749023438,14.231549263000488,5.28503942489624,3.8611512184143066,0.6259043216705322,0.08368603885173798
34,1977,202.0,65.03053283691406,5.5780744552612305,11.695323944091797,3.157339096069336,0.10949952155351639,0.519667387008667,83.0031509399414,14.862382888793945,5.479217529296875,4.0367865562438965,0.6125978231430054,0.09466688334941864,90.44705963134766,15.850973129272461,5.626546382904053,3.9938888549804688,0.6090922355651855,0.08798252791166306,81.74128723144531,14.763474464416504,5.416479587554932,4.304673671722412,0.6580438613891602,0.0911410003900528
35,1978,202.0,62.27064895629883,5.685795307159424,10.968171119689941,2.896953821182251,0.08631398528814316,0.468288391828537,79.35032653808594,14.431270599365234,5.403914451599121,3.9663987159729004,0.6207790970802307,0.07715640217065811,84.94762420654297,15.25700855255127,5.4951300621032715,3.998108386993408,0.62923264503479,0.07868540287017822,77.48660278320312,14.114574432373047,5.391560077667236,3.9550886154174805,0.6129935383796692,0.07648051530122757
36,1979,202.0,62.314266204833984,5.102465629577637,11.90660572052002,2.3158910274505615,0.059175390750169754,0.3859376907348633,80.10577392578125,15.303889274597168,5.111539363861084,2.7921807765960693,0.4567910432815552,0.05726965516805649,82.82320404052734,15.658750534057617,5.135739326477051,2.890587329864502,0.46920424699783325,0.06251051276922226,80.73930358886719,15.28618049621582,5.188129901885986,2.637864589691162,0.44009408354759216,0.053378984332084656
37,1980,202.0,75.99327087402344,5.389372825622559,13.66350269317627,3.0018317699432373,0.07325427234172821,0.42076626420021057,83.94650268554688,15.761146545410156,5.210323333740234,2.853066921234131,0.4332442879676819,0.06055294722318649,87.21892547607422,16.225088119506836,5.257354736328125,2.9388482570648193,0.4345802664756775,0.06706263870000839,84.10601043701172,15.6760892868042,5.260133743286133,2.742574691772461,0.4215185046195984,0.058477528393268585
38,1981,202.0,67.36983489990234,5.185340404510498,12.589250564575195,2.75427508354187,0.0545620322227478,0.4154445230960846,85.13877868652344,15.605962753295898,5.272452354431152,3.141481399536133,0.45526304841041565,0.058145951479673386,89.11009216308594,16.06085205078125,5.359992504119873,3.259718894958496,0.4690350592136383,0.060286995023489,82.19104766845703,15.110424995422363,5.265111446380615,3.046942949295044,0.4540114998817444,0.05564194545149803
39,1982,202.0,75.53175354003906,5.189858436584473,14.20201301574707,3.1185154914855957,0.06333081424236298,0.4856145977973938,94.38973236083984,17.19295883178711,5.340153217315674,3.391850471496582,0.4685437083244324,0.07015945017337799,96.19889831542969,17.517189025878906,5.3641157150268555,3.3128623962402344,0.46511343121528625,0.06750518828630447,88.29898834228516,16.454465866088867,5.245412826538086,3.1215810775756836,0.456990510225296,0.06362500786781311
40,1983,202.0,75.53935241699219,5.1572394371032715,14.334778785705566,2.940192461013794,0.06385260075330734,0.46752333641052246,91.61200714111328,16.795934677124023,5.307591438293457,3.3660311698913574,0.48372793197631836,0.06780434399843216,95.71746063232422,17.473669052124023,5.356235027313232,3.3018510341644287,0.47459855675697327,0.0667874813079834,88.79469299316406,16.448978424072266,5.279185771942139,3.114467144012451,0.4608643651008606,0.06380165368318558
41,1984,202.0,82.51499938964844,5.374972820281982,14.82870864868164,3.221665859222412,0.06574029475450516,0.4530523717403412,97.66627502441406,17.786334991455078,5.368301868438721,3.02189302444458,0.4241218566894531,0.06439339369535446,99.51641082763672,17.91764259338379,5.4107666015625,3.089914321899414,0.43220633268356323,0.06976955384016037,94.7430648803711,17.326818466186523,5.344828128814697,2.9889767169952393,0.43491795659065247,0.06393564492464066
42,1985,202.0,89.65975952148438,5.480877876281738,15.925127029418945,3.1582322120666504,0.06358761340379715,0.43224257230758667,101.18428802490234,18.217424392700195,5.456438064575195,2.939188003540039,0.4005739092826843,0.06406129151582718,104.68053436279297,18.610462188720703,5.520270347595215,3.011575222015381,0.4019864499568939,0.06549132615327835,96.29954528808594,17.576635360717773,5.387423515319824,2.892040491104126,0.4158470332622528,0.06025661155581474
43,1986,202.0,79.67662811279297,5.344839572906494,14.532410621643066,2.9482929706573486,0.06025444716215134,0.43647459149360657,101.34202575683594,18.047727584838867,5.477078914642334,3.034581184387207,0.4176800847053528,0.07357495278120041,103.65931701660156,18.229907989501953,5.519803047180176,3.129847526550293,0.4289901852607727,0.07953761518001556,93.22441101074219,17.016332626342773,5.359036445617676,2.9377081394195557,0.43596482276916504,0.06612065434455872
44,1987,202.0,85.721923828125,5.448344707489014,15.115802764892578,3.346949338912964,0.07167321443557739,0.4744856357574463,95.01664733886719,17.250783920288086,5.386966705322266,3.013319492340088,0.44402462244033813,0.06312528997659683,99.19586181640625,17.797765731811523,5.455212593078613,3.081988573074341,0.453152060508728,0.06425917148590088,92.1700210571289,16.8927059173584,5.336455821990967,2.994309902191162,0.46068039536476135,0.06207672506570816
45,1988,202.0,85.8006820678711,5.405148029327393,15.241548538208008,3.2891368865966797,0.07698512077331543,0.47108662128448486,98.29290771484375,18.08542251586914,5.31903076171875,2.734731912612915,0.4110872149467468,0.07218822091817856,101.14349365234375,18.346683502197266,5.38409948348999,2.863548994064331,0.4217891991138458,0.07522491365671158,93.4356918334961,17.40239143371582,5.221007823944092,2.8023524284362793,0.4446498155593872,0.07675111293792725
46,1989,202.0,87.69234466552734,5.0312066078186035,16.822572708129883,4.2555251121521,0.12308661639690399,0.5521600842475891,100.60417938232422,18.045909881591797,5.444855213165283,3.97287917137146,0.5320994257926941,0.1002872884273529,108.7047119140625,19.033994674682617,5.592685699462891,3.882248640060425,0.49133750796318054,0.10243890434503555,98.59952545166016,18.22638511657715,5.291679859161377,3.7798664569854736,0.5145632028579712,0.09728918969631195
47,1990,202.0,86.32693481445312,5.130021572113037,15.729445457458496,4.565577030181885,0.11569041013717651,0.7012760639190674,100.32263946533203,17.995235443115234,5.399166107177734,3.9881532192230225,0.5750654935836792,0.10568570345640182,108.04792022705078,18.991243362426758,5.546957492828369,3.8669943809509277,0.519784688949585,0.10538642853498459,97.54792022705078,17.92462921142578,5.233854293823242,3.935870885848999,0.5989186763763428,0.10886518657207489
48,1991,202.0,80.2903060913086,5.265501976013184,14.319738388061523,5.274502277374268,0.11256524920463562,0.6968727111816406,106.95336151123047,18.534244537353516,5.650799751281738,4.368671417236328,0.5749081373214722,0.10045456141233444,107.2267074584961,18.631534576416016,5.641805648803711,4.276366710662842,0.5714631080627441,0.09749600291252136,97.9052505493164,17.36851692199707,5.518385410308838,4.296594619750977,0.5953532457351685,0.09572480618953705
49,1992,202.0,84.2694320678711,5.230205535888672,15.455666542053223,4.95395040512085,0.11819933354854584,0.6541638970375061,101.29019927978516,17.88094711303711,5.490417957305908,4.476162910461426,0.6092326641082764,0.11366339772939682,110.4568099975586,19.059389114379883,5.675954341888428,4.190363883972168,0.5526925921440125,0.10630912333726883,99.27484893798828,17.655624389648438,5.497533321380615,4.24803352355957,0.5764896273612976,0.09872385114431381
50,1993,202.0,112.3505859375,5.78883171081543,19.262285232543945,4.268230438232422,0.10278753191232681,0.5907261371612549,118.23733520507812,20.252857208251953,5.766066551208496,4.442821979522705,0.5351920127868652,0.11054812371730804,119.78677368164062,20.330387115478516,5.832574367523193,4.360053062438965,0.5311958193778992,0.11121310293674469,114.90226745605469,19.982383728027344,5.702978134155273,4.159777641296387,0.5438141822814941,0.10416856408119202
51,1994,202.0,87.85453796386719,5.44416618347168,15.794093132019043,5.403586387634277,0.10447186231613159,0.83411705493927,113.60530090332031,19.49610710144043,5.758143424987793,4.596259117126465,0.601265013217926,0.1081046387553215,116.2077407836914,19.883264541625977,5.789302349090576,4.429165840148926,0.5739409327507019,0.11121463775634766,109.47936248779297,19.27202033996582,5.640255451202393,4.347114562988281,0.6120212078094482,0.107413150370121
52,1995,202.0,92.6287841796875,5.50906229019165,16.393531799316406,5.121588706970215,0.10057823359966278,0.7692610025405884,121.97637939453125,20.276464462280273,5.851017475128174,4.099446773529053,0.4992828369140625,0.09773796796798706,119.24315643310547,19.978452682495117,5.842684268951416,4.179165840148926,0.5422781109809875,0.09820956736803055,114.01997375488281,19.37909507751465,5.736618995666504,4.277435302734375,0.5699354410171509,0.09707804024219513
53,1996,202.0,95.76365661621094,5.545056343078613,16.7679443359375,5.4188361167907715,0.12885069847106934,0.8071670532226562,121.74369812011719,20.634939193725586,5.774252414703369,4.1057939529418945,0.4911131262779236,0.12020508199930191,116.89989471435547,20.41291046142578,5.637390613555908,4.406686782836914,0.5336943864822388,0.13993556797504425,113.730712890625,19.82074737548828,5.634273529052734,4.3139424324035645,0.5661436915397644,0.12529249489307404
54,1997,202.0,95.3755111694336,5.739519119262695,16.09063148498535,4.81754732131958,0.1668497920036316,0.8091601133346558,120.59051513671875,18.627025604248047,,4.431591987609863,0.8188086748123169,0.15508823096752167,119.91117095947266,19.125795364379883,,4.260339736938477,0.7585415840148926,0.13775184750556946,110.7438735961914,17.86081314086914,,4.17464542388916,0.8010197877883911,0.1528359353542328
55,1998,202.0,85.79306030273438,5.779828071594238,13.545729637145996,6.647597312927246,0.17265813052654266,0.9492666125297546,,,,6.434055328369141,0.8975586891174316,0.15373510122299194,,,,6.396269798278809,0.9213981032371521,0.16452282667160034,,,,5.979902744293213,0.8476312756538391,0.14755991101264954
56,1999,202.0,111.19169616699219,5.237619876861572,19.440439224243164,5.195845127105713,0.11766798794269562,0.7220766544342041,128.82952880859375,21.93635368347168,5.716046333312988,3.6286849975585938,0.45436203479766846,0.10691339522600174,132.84451293945312,22.257610321044922,5.854036808013916,3.388288736343384,0.4200230836868286,0.1046939566731453,128.84397888183594,22.047483444213867,5.668268203735352,3.558063268661499,0.43366387486457825,0.10220010578632355
57,2000,202.0,98.73322296142578,5.496817111968994,17.30463218688965,5.847394943237305,0.11664928495883942,0.8561750650405884,120.2008285522461,20.6767578125,5.760229110717773,4.476635456085205,0.6618145108222961,0.10328326374292374,119.58720397949219,20.412351608276367,5.81548547744751,4.877490997314453,0.738987922668457,0.10654757171869278,117.94313049316406,20.56846809387207,5.683557033538818,4.502907752990723,0.6675865650177002,0.10147767513990402
58,2001,202.0,112.45194244384766,5.526149272918701,19.931060791015625,4.412050247192383,0.0947047546505928,0.651910126209259,122.17652130126953,20.796457290649414,5.814182281494141,3.9643774032592773,0.5545735955238342,0.10020267218351364,125.12342071533203,21.37728500366211,5.788361549377441,3.8148648738861084,0.5283271074295044,0.10074340552091599,119.25337219238281,20.809282302856445,5.667032718658447,3.7856531143188477,0.5573877096176147,0.0946148931980133
59,2002,202.0,119.9602279663086,5.581813812255859,20.80962562561035,4.315448760986328,0.09956388175487518,0.6001985669136047,131.02267456054688,21.68665885925293,5.89855432510376,4.420448303222656,0.5478910207748413,0.11623352766036987,136.84893798828125,22.410184860229492,5.883941650390625,4.00182580947876,0.45135533809661865,0.11768899112939835,128.08163452148438,21.639549255371094,5.701168060302734,4.396724224090576,0.5500713586807251,0.11205703765153885
60,2003,202.0,121.03614044189453,5.538487911224365,21.238483428955078,3.891467571258545,0.09158223122358322,0.5347403883934021,130.26515197753906,22.388996124267578,5.698185443878174,3.5987820625305176,0.4136189818382263,0.11011248081922531,135.19798278808594,22.81328010559082,5.756997108459473,3.339756965637207,0.34798571467399597,0.11215782910585403,127.85264587402344,22.191272735595703,5.5852952003479,3.6713099479675293,0.4331721067428589,0.0989701971411705
61,2004,202.0,97.52252960205078,5.336080074310303,17.5371036529541,3.723289966583252,0.1056608110666275,0.517238438129425,121.9959487915039,20.73806381225586,5.786570072174072,2.990870237350464,0.39938730001449585,0.086671844124794,122.32814025878906,20.714160919189453,5.795031547546387,3.148099184036255,0.42280033230781555,0.0860048308968544,116.15355682373047,20.17683982849121,5.649723529815674,3.0957841873168945,0.4231454133987427,0.08204919844865799
62,1974,203.0,56.28850173950195,4.83811616897583,11.766783714294434,2.4568161964416504,0.061640650033950806,0.5397281646728516,79.88340759277344,15.269981384277344,5.138780117034912,3.5906996726989746,0.6022481918334961,0.0632532611489296,77.56346130371094,14.811494827270508,5.130929946899414,3.5956242084503174,0.5945181846618652,0.06316416710615158,77.47003936767578,14.699007034301758,5.164364337921143,3.6055095195770264,0.5897186398506165,0.06435351818799973
63,1975,203.0,50.75246047973633,4.852827072143555,10.49340534210205,2.2616195678710938,0.06658925861120224,0.46278876066207886,77.98216247558594,15.10142707824707,5.095821380615234,3.3647849559783936,0.5836915969848633,0.06220683827996254,75.88640594482422,14.922723770141602,5.018314361572266,3.252070665359497,0.5816506147384644,0.06141316890716553,75.71580505371094,14.725873947143555,5.063039302825928,3.410473108291626,0.5900779962539673,0.06649654358625412
