,year,sic2,phw_wgt,pod_wgt,phd_wgt,sd_phw_wgt,sd_pod_wgt,sd_phd_wgt,phw_adj_K4,phd_adj_K4,pod_adj_K4,sd_phw_adj_K4,sd_phd_adj_K4,sd_pod_adj_K4,phw_adj_tvsCM,phd_adj_tvsCM,pod_adj_tvsCM,sd_phw_adj_tvsCM,sd_phd_adj_tvsCM,sd_pod_adj_tvsCM,phw_adj_teCM,phd_adj_teCM,pod_adj_teCM,sd_phw_adj_teCM,sd_phd_adj_teCM,sd_pod_adj_teCM
0,1974,20,57.747772216796875,5.167055606842041,11.093832015991211,1.023737907409668,0.02578023634850979,0.17829032242298126,85.69084930419922,16.037019729614258,5.211511611938477,1.4946064949035645,0.2314729541540146,0.030042728409171104,82.94671630859375,15.589864730834961,5.2049760818481445,1.4671828746795654,0.23220831155776978,0.027825184166431427,78.11825561523438,14.831853866577148,5.154113292694092,1.4208180904388428,0.22999922931194305,0.028253071010112762
1,1975,20,56.65992736816406,5.201722145080566,10.731710433959961,1.0329877138137817,0.027361245825886726,0.1703975349664688,86.39714050292969,16.017135620117188,5.249878406524658,1.5235623121261597,0.23659953474998474,0.031529366970062256,81.32474517822266,15.244185447692871,5.207664489746094,1.4489158391952515,0.2336023896932602,0.029320083558559418,77.28340148925781,14.60472297668457,5.1767778396606445,1.4243642091751099,0.23162002861499786,0.02611338160932064
2,1976,20,55.5133171081543,5.122459411621094,10.680720329284668,0.9846373796463013,0.022617211565375328,0.1655840128660202,86.82361602783203,16.184934616088867,5.261208534240723,1.4651607275009155,0.23070092499256134,0.028946679085493088,82.40087890625,15.473878860473633,5.22885799407959,1.4051971435546875,0.22652269899845123,0.02512502670288086,78.41350555419922,14.849611282348633,5.173590660095215,1.3989081382751465,0.22799837589263916,0.02587263099849224
3,1977,20,58.191226959228516,5.063520431518555,11.198692321777344,1.1410738229751587,0.033869486302137375,0.19694435596466064,90.63309478759766,16.882274627685547,5.253474235534668,1.5053491592407227,0.23527105152606964,0.031052710488438606,86.05623626708984,16.08012580871582,5.254866600036621,1.4313488006591797,0.22881245613098145,0.026591608300805092,81.1529541015625,15.372154235839844,5.174857139587402,1.434413194656372,0.23375383019447327,0.025603074580430984
4,1978,20,60.74993896484375,5.125202655792236,11.631011009216309,1.0979574918746948,0.027831947430968285,0.18855904042720795,91.21676635742188,16.95686912536621,5.2906694412231445,1.4054752588272095,0.2177562266588211,0.027813222259283066,85.46958923339844,16.022586822509766,5.238770008087158,1.3736882209777832,0.2191421240568161,0.024907629936933517,80.69389343261719,15.375284194946289,5.153931140899658,1.322322964668274,0.21482795476913452,0.02357304096221924
5,1979,20,64.316162109375,5.114891529083252,12.226656913757324,0.9562193155288696,0.02226700820028782,0.15340052545070648,95.86068725585938,17.598724365234375,5.318145275115967,1.1552815437316895,0.17354492843151093,0.02275654673576355,88.90799713134766,16.28093719482422,5.301666259765625,1.1757735013961792,0.1781066358089447,0.022519772872328758,82.08929443359375,15.44822883605957,5.207958221435547,1.0661635398864746,0.1721423715353012,0.019820397719740868
6,1980,20,65.51221466064453,5.087169647216797,12.300945281982422,1.0615437030792236,0.027833858504891396,0.16415223479270935,94.48368072509766,17.415834426879883,5.276717185974121,1.1850816011428833,0.1796385496854782,0.024459896609187126,88.66317749023438,16.326059341430664,5.261953830718994,1.2000569105148315,0.1809469312429428,0.02471761964261532,82.09017181396484,15.557597160339355,5.141898155212402,1.0995532274246216,0.17685125768184662,0.022304745391011238
7,1981,20,68.96238708496094,5.165709495544434,12.79610538482666,1.1166831254959106,0.02663666196167469,0.1712450087070465,96.2578125,17.568845748901367,5.316543102264404,1.2375315427780151,0.18446122109889984,0.025963546708226204,90.13941192626953,16.45472526550293,5.307257175445557,1.2383612394332886,0.18491409718990326,0.02449204958975315,83.15718078613281,15.611908912658691,5.167484283447266,1.1555954217910767,0.18287843465805054,0.023911742493510246
8,1982,20,67.91627502441406,5.151463508605957,12.673279762268066,1.1658108234405518,0.02705388143658638,0.1785281002521515,96.21513366699219,17.612327575683594,5.301294803619385,1.3239113092422485,0.1956028938293457,0.027434101328253746,90.39176177978516,16.684675216674805,5.281729698181152,1.2794182300567627,0.1934138536453247,0.024137374013662338,84.85322570800781,16.019289016723633,5.181217193603516,1.199364185333252,0.18998099863529205,0.022783562541007996
9,1983,20,65.29242706298828,5.094001770019531,12.381013870239258,1.128051519393921,0.026861201971769333,0.17949655652046204,95.31334686279297,17.647483825683594,5.276845932006836,1.277142882347107,0.19244621694087982,0.024948129430413246,89.21845245361328,16.608509063720703,5.240072250366211,1.274743914604187,0.1976451873779297,0.025014257058501244,84.30717468261719,15.988181114196777,5.15467643737793,1.1926689147949219,0.19287018477916718,0.023845192044973373
